t,open,high,low,close,volume,trades
2025-09-02 04:00:00,110301.0,110599.0,110001.0,110220.0,3306.34862,27466
2025-09-02 08:00:00,110219.0,110726.0,109516.0,109686.0,4916.23129,39692
2025-09-02 12:00:00,109685.0,111752.0,108350.0,110794.0,14509.8292,119277
2025-09-02 16:00:00,110794.0,111099.0,110134.0,110770.0,5902.25745,51433
2025-09-02 20:00:00,110770.0,111536.0,110681.0,111225.0,2979.95033,36587
2025-09-03 00:00:00,111225.0,111770.0,110864.0,111016.0,2578.88067,33768
2025-09-03 04:00:00,111016.0,111130.0,110502.0,111077.0,2318.56135,26827
2025-09-03 08:00:00,111077.0,111687.0,110839.0,111412.0,1704.69062,24661
2025-09-03 12:00:00,111413.0,112506.0,110987.0,112208.0,11614.35439,87952
2025-09-03 16:00:00,112207.0,112580.0,111668.0,112186.0,3936.0589,36698
2025-09-03 20:00:00,112186.0,112238.0,111558.0,111670.0,2664.83562,22143
2025-09-04 00:00:00,111670.0,112171.0,111111.0,111112.0,5798.57001,32991
2025-09-04 04:00:00,111122.0,111294.0,110262.0,110447.0,4946.74024,34104
2025-09-04 08:00:00,110448.0,111128.0,110410.0,110787.0,2628.33972,28132
2025-09-04 12:00:00,110788.0,111101.0,109324.0,109530.0,7814.78621,70218
2025-09-04 16:00:00,109530.0,110207.0,109363.0,109796.0,3526.09526,41573
2025-09-04 20:00:00,109805.0,111798.0,109759.0,110741.0,4682.42551,41616
2025-09-05 00:00:00,110740.0,111504.0,110456.0,111317.0,2987.19887,32705
2025-09-05 04:00:00,111317.0,112980.0,111151.0,112949.0,4119.85452,45627
2025-09-05 08:00:00,112950.0,112975.0,112115.0,112342.0,3590.0745,39071
2025-09-05 12:00:00,112342.0,113400.0,110277.0,110761.0,22396.37822,148398
2025-09-05 16:00:00,110762.0,111570.0,110208.0,111570.0,4580.35375,42246
2025-09-05 20:00:00,111570.0,111694.0,110350.0,110646.0,6543.61572,51981
2025-09-06 00:00:00,110649.0,111304.0,110550.0,111077.0,1170.34086,19188
2025-09-06 04:00:00,111077.0,111086.0,110692.0,110829.0,695.37677,14105
2025-09-06 08:00:00,110828.0,110972.0,110665.0,110770.0,711.94282,13763
2025-09-06 12:00:00,110770.0,110964.0,110313.0,110349.0,1484.47016,21704
